weighted,fx,fn,sx,sn,day_count,RSI,vgo,success,profit
11,1,8,0,2,2,53.846153846153854,42.27681118083286,1,96.18181818181748
11,2,4,3,2,2,56.25,51.38083121289229,1,69.60000000000078
11,1,8,0,2,3,55.99999999999999,40.52381607929515,1,104.05454545454606
24,8,8,1,7,1,51.99999999999999,39.59735832978271,1,136.60000000000005
12,1,8,1,2,1,51.99999999999999,42.7000142612664,1,148.7000000000016
21,4,4,10,3,1,52.17391304347826,41.92130471686674,1,28.999999999996806
27,8,6,10,3,2,55.0,42.53607372377834,1,52.00000000000094
27,10,5,10,2,1,52.631578947368425,40.99915120649933,1,62.10000000000049
3,2,1,0,0,1,52.631578947368425,43.12970310576002,1,13.899999999997803
6,2,4,0,0,1,52.94117647058823,39.72958642629904,1,35.799999999999166
7,2,2,2,1,2,57.14285714285714,35.66079003181336,1,42.800000000000615
7,2,4,1,0,1,52.94117647058823,39.11452810180276,1,80.82857142857058
46,11,8,13,14,6,63.63636363636363,44.07071972251662,1,36.49999999999931
47,13,9,11,14,10,77.77777777777777,44.019783167542194,1,41.999999999999815
39,6,8,12,13,3,55.99999999999999,45.78957510357453,1,49.78571428571277
49,13,9,13,14,6,63.63636363636363,46.01039454565776,1,49.300000000001006
37,13,9,6,9,10,77.77777777777777,33.750131123465856,1,14.661538461540058
35,11,8,8,8,9,73.68421052631578,36.50424840029372,1,33.033333333334355
32,9,8,8,7,12,77.27272727272728,39.13406063149061,1,25.500000000000522
23,5,8,3,7,10,70.83333333333333,40.94857142857143,1,19.07692307692166
47,19,13,2,13,13,69.69696969696969,49.00133155792277,1,38.09999999999869
31,10,10,1,10,9,64.51612903225806,41.618397691966265,1,56.96666666666461
48,19,13,2,14,13,69.69696969696969,45.181424766977365,1,42.099999999998246
28,8,9,1,10,8,63.333333333333336,39.463283442469596,1,88.49999999999802
55,14,14,14,13,4,55.0,50.670949321912914,1,155.39999999999887
63,19,14,17,13,10,63.888888888888886,49.73437340675028,1,160.00000000000014
42,6,13,10,13,1,51.16279069767442,49.75844679778114,1,209.36666666666605
45,9,13,10,13,1,51.16279069767442,50.01311144730207,1,207.06666666666874
48,11,10,15,12,17,84.0,46.04996007756359,1,30.399999999999316
51,11,12,14,14,14,76.92307692307693,49.2922322345158,1,88.09999999999985
51,11,12,13,15,14,76.92307692307693,50.97125584578532,1,95.89999999999988
50,13,12,10,15,18,82.14285714285714,53.431768558951966,1,76.13333333333472
49,12,12,10,15,17,79.3103448275862,54.41884338998517,1,79.99999999999785
45,10,14,6,15,20,83.33333333333333,52.258733624454145,1,76.1999999999996
36,10,11,6,9,15,80.0,49.383187772925766,1,69.6999999999992
40,8,16,6,10,1,50.81967213114754,52.64885251163537,1,146.99999999999935
24,7,7,3,7,5,59.25925925925926,25.39708265802269,1,0.6923076923093241
17,5,5,1,6,2,55.0,34.88598844407759,1,10.566666666667057
51,11,9,15,16,9,63.63636363636363,27.251515498112777,1,45.100000000000136
48,11,10,13,14,10,65.625,29.457280109802124,1,56.600000000002204
33,7,11,4,11,9,64.51612903225806,26.394958922483653,1,17.642857142856627
42,12,10,7,13,9,64.51612903225806,29.364634564794688,1,88.81111111111117
46,13,13,7,13,11,66.66666666666666,28.276700385625663,1,101.6999999999979
43,11,10,10,12,13,84.21052631578948,39.83547496097034,1,2.5333333333343866
38,10,8,10,10,11,82.3529411764706,41.680677314759215,1,52.799999999999514
40,8,10,10,12,13,84.21052631578948,37.98847123814099,1,6.466666666666843
29,6,8,6,9,8,70.0,46.78335535006605,1,24.400000000002198
41,8,10,11,12,12,80.0,38.49525639486009,1,31.818181818183966
29,4,8,6,11,9,71.42857142857143,48.50126095832833,1,15.600000000000058
37,7,13,6,11,8,63.333333333333336,27.162298105404346,1,139.89999999999947
37,7,13,6,11,8,63.333333333333336,27.804169228189796,1,126.6444444444459
29,4,8,6,11,9,71.42857142857143,48.21244145550618,1,25.400000000002088
28,4,8,5,11,11,76.19047619047619,47.78191425483367,1,18.20000000000155
18,4,4,5,5,4,62.50000000000001,44.16536567791522,1,4.8000000000003595
19,4,4,5,6,4,62.50000000000001,42.37900804611505,1,5.244444444443275
18,2,5,5,6,3,58.82352941176471,41.254374999999996,1,27.49999999999808
52,9,12,16,15,16,90.0,33.644982761749226,1,7.38181818181749
56,13,10,16,17,14,88.88888888888889,31.376791870803842,1,6.00000000000156
17,2,5,3,7,1,57.14285714285714,52.446695095948826,1,21.58571428571454
19,3,5,4,7,1,57.14285714285714,52.60127931769723,1,22.528571428572786
22,3,7,4,8,3,71.42857142857143,51.766524520255864,1,10.609090909090568
19,3,5,5,6,4,66.66666666666666,47.00213219616205,1,2.8999999999990145
23,3,7,5,8,5,71.42857142857143,49.817697228144986,1,17.872727272727484
18,3,5,4,6,4,66.66666666666666,45.07142857142857,1,3.0999999999981043
22,3,7,5,7,1,57.14285714285714,52.31023454157783,1,60.99999999999994
26,7,11,1,7,5,63.15789473684211,48.83996096608929,1,69.5428571428569
19,6,8,1,4,1,53.33333333333333,46.938277628689924,1,66.2666666666678
21,4,4,7,6,1,54.54545454545455,39.095940959409596,1,30.12727272727389
17,7,4,4,2,1,54.54545454545455,46.08482490272373,1,24.100000000000232
16,6,4,4,2,1,54.54545454545455,44.76342412451363,1,21.299999999999653
19,4,4,4,7,3,58.82352941176471,49.49398127507802,1,19.66666666666672
24,5,7,5,7,1,53.33333333333333,39.76148016049933,1,79.69230769230728
16,5,6,3,2,1,53.33333333333333,36.892554614355774,1,82.69999999999999
16,6,4,5,1,5,60.869565217391305,45.02092300334768,1,0.8000000000008001
11,4,5,1,1,3,55.99999999999999,51.53515064562409,1,27.49999999999808
15,4,5,5,1,3,55.99999999999999,49.146939263510276,1,27.800000000000047
24,6,4,7,7,6,63.63636363636363,41.10181559273763,1,17.54444444444392
18,2,4,4,8,6,63.63636363636363,24.84886324491905,1,35.566666666664304
27,4,8,4,11,9,69.56521739130434,29.62581811918705,1,0.12222222222080248
20,3,5,4,8,7,65.21739130434783,25.559765759559077,1,38.73333333333395
20,5,4,5,6,3,66.66666666666666,38.282710280373834,1,38.000000000000256
16,5,6,3,2,1,53.33333333333333,38.46336751374647,1,91.29090909091087
13,4,5,3,1,4,64.28571428571428,47.704848071014,1,11.07692307692254
11,4,5,1,1,5,69.23076923076923,48.333048822123594,1,12.923076923077037
35,8,13,6,8,5,63.15789473684211,48.970480605025614,1,124.26666666666586
30,6,6,7,11,4,58.33333333333333,44.66751417954234,1,69.59090909091081
33,7,10,5,11,11,76.19047619047619,30.536944540130897,1,43.5999999999992
26,0,10,5,11,12,77.27272727272728,30.34102652428522,1,45.80000000000028
15,5,5,4,1,1,54.54545454545455,40.226134846461946,1,88.95000000000097
32,6,11,7,8,2,54.166666666666664,27.6671675432006,1,91.49999999999991
26,0,10,5,11,13,80.95238095238095,29.804081984154323,1,58.09999999999871
35,4,11,5,15,14,85.0,27.643816741302103,1,58.79999999999885
15,5,5,4,1,5,66.66666666666666,42.53755006675568,1,50.60000000000065
15,0,4,7,4,7,62.06896551724138,41.392933739699735,1,555.6000000000006
40,8,14,7,11,7,66.66666666666666,48.38436203952184,1,176.70000000000076
29,6,11,4,8,2,54.166666666666664,33.187220586631774,1,93.00000000000085
13,5,5,3,0,3,57.14285714285714,43.92754662840746,1,93.0333333333322
31,2,11,5,13,13,80.95238095238095,29.163365483982084,1,71.12222222222186
27,7,11,1,8,1,51.99999999999999,35.099225820521205,1,130.3999999999994
41,8,14,8,11,7,66.66666666666666,46.630885581849235,1,181.25555555555505
22,4,11,0,7,2,54.166666666666664,37.36124741031512,1,141.20000000000132
49,13,14,8,14,7,66.66666666666666,41.78580141497926,1,202.10000000000062
29,6,7,7,9,2,54.166666666666664,43.82265552460539,1,153.56666666666686
24,4,6,5,9,5,69.23076923076923,49.388213283442475,1,32.600000000000406
30,4,9,7,10,7,81.81818181818181,49.929840972871844,1,15.099999999999003
32,5,9,7,11,9,81.81818181818181,48.24321796071094,1,15.199999999999658
29,5,8,6,10,8,80.0,46.012160898035546,1,22.95454545454545
27,4,7,7,9,5,69.23076923076923,50.195509822263794,1,40.70000000000018
21,4,5,5,7,4,66.66666666666666,41.74087932647334,1,13.855555555555288
18,5,3,5,5,2,75.0,41.13664943412044,1,22.757142857141588
5,2,1,1,1,1,66.66666666666666,31.726980578454654,1,8.485714285713097
11,3,3,2,3,2,75.0,30.799217549252482,1,13.3571428571444
16,4,4,3,5,2,75.0,41.45032834986726,1,29.90000000000048
17,5,4,3,5,2,75.0,40.24800894229426,1,35.8444444444439
29,4,9,7,9,5,69.23076923076923,50.60991580916745,1,73.70000000000098
22,3,6,6,7,5,71.42857142857143,34.29885216429263,1,26.999999999999247
16,3,5,3,5,3,80.0,37.34246192538773,1,33.09999999999924
15,3,5,3,4,3,80.0,35.6979181221182,1,37.599999999997635
12,3,4,2,3,2,75.0,33.6446835266173,1,37.8999999999996
31,7,5,9,10,9,90.9090909090909,40.57464454976303,1,8.550000000000502
25,5,5,8,7,10,91.66666666666667,40.00493680884676,1,25.133333333331453
37,9,6,11,11,10,91.66666666666667,48.334069330978146,1,38.40000000000066
31,4,11,5,11,13,86.66666666666667,42.88062973296134,1,7.8692307692307395
18,4,4,5,5,5,72.72727272727272,38.88302112395377,1,18.627272727274047
16,1,5,4,6,5,72.72727272727272,50.60429114611624,1,5.323076923078318
12,4,3,4,1,4,61.11111111111111,30.51233671988389,1,1.5454545454551827
7,4,1,2,0,1,52.94117647058823,34.12917271407838,1,0.4999999999988347
15,2,4,4,5,5,72.72727272727272,48.48995111352526,1,11.34444444444549
18,3,5,4,6,1,53.33333333333333,49.80159752641072,1,52.33333333333423
35,5,11,7,12,13,86.66666666666667,41.111996811478676,1,6.930769230768519
30,5,9,6,10,11,92.3076923076923,40.5171383021124,1,22.999999999999687
35,10,8,6,11,11,84.61538461538461,48.6332523735924,1,95.53333333333302
38,11,7,10,10,10,77.77777777777777,35.02740275364256,1,22.499999999998632
36,10,10,5,11,10,83.33333333333333,44.97488951386099,1,128.25714285714218
32,5,11,5,11,11,84.61538461538461,44.10322837783978,1,121.69999999999791
40,11,9,10,10,11,78.94736842105263,32.49431894131801,1,49.999999999998934
40,11,8,11,10,11,78.94736842105263,29.42654725304104,1,21.054545454546325
32,4,10,5,13,13,78.26086956521739,37.73905210643015,1,5.866666666665132
28,1,9,5,13,13,78.26086956521739,38.00304878048781,1,15.536363636363681
27,1,8,5,13,13,78.26086956521739,38.28852549889135,1,4.899999999998794
20,5,4,5,6,5,64.70588235294117,37.802799334811525,1,4.300000000001525
20,5,4,5,6,2,57.14285714285714,37.27480598669623,1,16.94444444444443
17,5,4,5,3,4,64.28571428571428,54.187060818996855,1,20.999999999999908
21,5,5,5,6,3,61.53846153846154,34.42558203991131,1,54.19999999999759
18,5,5,5,3,3,61.53846153846154,56.610128422582996,1,25.988888888888173
17,5,5,4,3,5,66.66666666666666,58.17785316210322,1,8.644444444445565
18,5,5,5,3,5,66.66666666666666,45.13047363717605,1,8.299999999998864
41,10,9,12,10,11,78.94736842105263,29.81753776233124,1,99.29999999999994
20,4,4,5,7,5,69.23076923076923,44.76575729068674,1,8.444444444444255
21,4,5,5,7,4,64.28571428571428,46.136406396989656,1,22.63333333333284
23,4,7,5,7,6,68.75,39.09076803723817,1,48.899999999998386
24,4,7,5,8,5,64.70588235294117,41.81691233514352,1,72.29999999999848
26,6,7,5,8,7,70.58823529411765,42.872769588828554,1,47.80000000000007
21,4,7,2,8,7,70.58823529411765,42.489526764934055,1,20.799999999998597
21,3,7,3,8,9,80.0,42.49650892164469,1,22.099999999998232
27,9,2,9,7,3,57.14285714285714,42.26920093095423,1,14.000000000000679
23,9,3,9,2,3,57.14285714285714,39.56423277518529,1,34.09999999999913
23,8,4,9,2,2,55.0,44.50315673895142,1,56.944444444444464
22,9,4,7,2,4,59.09090909090909,45.845457040900364,1,35.89999999999982
18,7,6,3,2,4,59.09090909090909,46.46653945754395,1,22.227272727273206
6,1,4,0,1,2,56.25,35.79159068969216,1,29.827272727271925
23,3,7,5,8,5,61.904761904761905,50.00592116393165,1,37.94444444444211
26,5,8,5,8,7,68.42105263157895,39.0550252064786,1,28.999999999999027
24,5,8,3,8,7,68.42105263157895,40.60066502198863,1,51.900000000000276
22,5,8,1,8,7,68.42105263157895,40.51485573313311,1,61.099999999998374
19,4,6,4,5,4,60.0,42.860616721854306,1,53.999999999998494
20,4,6,4,6,3,57.89473684210526,41.390728476821195,1,69.39999999999947
21,5,6,5,5,8,72.22222222222223,39.35585678807947,1,49.999999999998934
20,5,8,2,5,5,61.904761904761905,40.834246075209926,1,61.73636363636214
18,3,4,5,6,5,69.23076923076923,40.50041413583656,1,6.466666666666843
22,4,6,5,7,5,69.23076923076923,43.64715626725566,1,0.1999999999990898
22,3,6,5,8,6,75.0,50.060214741729546,1,4.599999999999049
21,5,7,4,5,8,72.22222222222223,41.6563222587319,1,95.16666666666617
23,4,5,7,7,6,80.0,41.04235122307412,1,20.455555555554117
23,5,5,6,7,6,80.0,46.982856066314994,1,28.43333333333309
22,4,5,6,7,6,80.0,49.94819140919367,1,27.128571428571835
24,5,6,5,8,6,80.0,50.15825169555388,1,32.90000000000015
25,5,7,5,8,7,88.88888888888889,50.11205778847935,1,12.909090909090093
24,4,7,5,8,6,80.0,49.2859788849787,1,38.272727272727906
19,4,4,5,6,3,71.42857142857143,46.839229486942024,1,16.244444444444284
19,4,5,4,6,2,62.50000000000001,45.258381181700315,1,27.63333333333451
16,4,4,3,5,1,57.14285714285714,42.11891090942767,1,34.12727272727345
19,5,5,4,5,1,53.846153846153854,43.915863602668644,1,49.399999999999444
17,5,4,4,4,2,57.14285714285714,41.06838398813937,1,31.799999999999606
17,5,5,3,4,2,57.14285714285714,42.645478131949595,1,35.533333333332976
13,5,5,0,3,2,57.14285714285714,44.40604151223128,1,43.24999999999912
11,3,5,0,3,4,62.50000000000001,44.981406056313084,1,20.999999999999908
20,4,4,5,7,4,83.33333333333333,32.02661725067386,1,12.727272727273142
18,5,7,1,5,5,71.42857142857143,16.007001647446454,1,32.707692307691886
11,2,5,0,4,3,80.0,16.139054777594726,1,25.8285714285722
