weighted,fx,fn,sx,sn,day_count,RSI,vgo,success,profit
-12,-3,-3,-3,-3,-1,47.05882352941176,41.24542571358869,1,49.09090909090974
-11,-3,-4,0,-4,-2,43.75,46.16648209671465,1,68.99999999999906
-3,-3,0,0,0,-1,46.666666666666664,49.084813338166,1,48.11818181818195
-3,-3,0,0,0,-1,46.666666666666664,48.031895614353026,1,51.24545454545437
-40,-8,-10,-10,-12,-11,17.647058823529406,32.266303778917624,1,3.5000000000007248
-42,-8,-11,-10,-13,-10,22.222222222222214,32.22600230294149,1,15.600000000000058
-14,-5,-6,-1,-2,-3,38.46153846153846,38.35934016941596,1,64.87272727272675
-13,-4,-6,-1,-2,-6,31.25,43.0488027782855,1,9.300000000000974
-9,-4,-4,-1,0,-6,31.25,44.51471394626211,1,22.76153846153761
-7,-4,-2,-1,0,-6,31.25,45.72016084810821,1,18.438461538461404
-17,-5,-6,-3,-3,-2,42.857142857142854,42.171942339129146,1,65.8000000000003
-19,-5,-6,-4,-4,-3,38.46153846153846,43.78362312379254,1,56.30000000000024
-13,-2,-1,-4,-6,-2,45.00000000000001,40.03703120075638,1,10.200000000000209
-23,-3,-5,-7,-8,-3,39.99999999999999,38.11089303238469,1,19.599999999997397
-9,-5,-4,0,0,-3,42.10526315789474,46.58162712598852,1,53.62857142857224
-16,-7,-4,-1,-4,-2,45.00000000000001,50.40488878591288,1,91.50909090908988
-15,-7,-4,-1,-3,-3,42.10526315789474,47.54522803596576,1,102.27272727272751
-13,-4,0,-6,-3,-5,36.8421052631579,55.0593984962406,1,18.06666666666512
-13,-5,0,-5,-3,-6,33.33333333333333,56.799248120300746,1,14.809090909091438
-13,-4,0,-6,-3,-6,33.33333333333333,56.65037593984963,1,5.599999999998939
-14,-3,-2,-6,-3,-5,35.294117647058826,42.865913213338914,1,2.20000000000109
-15,-3,-3,-6,-3,-6,31.25,41.48458211245988,1,2.4000000000001798
-16,-4,-3,-6,-3,-7,29.411764705882362,39.80186968047998,1,5.5000000000005045
-15,-4,-3,-6,-2,-3,38.46153846153846,38.6123901213897,1,13.244444444446835
-60,-9,-13,-17,-21,-16,26.470588235294116,51.8181315032101,1,42.399999999997995
-23,-8,-6,-7,-2,-7,37.93103448275862,49.658596063403586,1,35.25454545454609
-50,-16,-12,-15,-7,-12,32.35294117647058,54.62550078383557,1,83.84615384615435
-46,-16,-9,-15,-6,-12,32.35294117647058,53.29341578122278,1,92.95384615384705
-63,-21,-15,-19,-8,-16,28.94736842105263,55.36056436160948,1,118.19999999999942
-43,-16,-7,-15,-5,-13,31.42857142857143,51.83678801602508,1,93.76666666666588
-65,-12,-14,-18,-21,-15,28.57142857142857,41.00292587776333,1,112.62857142857018
-69,-18,-22,-19,-10,-15,30.769230769230774,54.313708413168435,1,188.20000000000059
-21,-5,-6,-5,-5,-4,39.99999999999999,35.360017246335154,1,13.699999999998713
-15,-5,-5,-5,0,-3,42.857142857142854,33.83048289738431,1,33.499999999999645
-15,-5,-5,-5,0,-6,37.5,34.68166139695315,1,0.700000000000145
-6,-3,0,-3,0,-5,39.130434782608695,39.56712168771443,1,3.5999999999991594
-10,-5,0,-5,0,-3,43.99999999999999,39.05398381228187,1,32.29999999999844
-5,-3,0,-2,0,-4,40.90909090909091,36.25620056307816,1,11.745454545455392
-25,-7,-8,-6,-4,-6,25.0,49.236795348085934,1,45.100000000000136
-25,-7,-8,-6,-4,-6,25.0,45.64206105637215,1,32.281818181816305
-22,-7,-8,-5,-2,-6,28.57142857142857,42.95994185107414,1,45.8818181818188
-16,-6,-5,-5,0,-6,28.57142857142857,43.00032304958811,1,20.799999999998597
-23,-4,-7,-6,-6,-6,25.0,49.02519786787272,1,48.066666666664034
-26,-7,-8,-6,-5,-4,35.71428571428572,42.4115651752544,1,74.54444444444431
-22,-3,-4,-6,-9,-4,38.888888888888886,50.23390036452005,1,15.418181818183108
-13,-4,-6,-3,0,-5,33.33333333333333,51.50129766420443,1,15.142857142858013
-11,-3,-6,-2,0,-5,33.33333333333333,50.33938909962068,1,15.657142857143924
-11,-3,-2,-3,-3,-2,45.00000000000001,39.267682263329704,1,30.34999999999899
-22,-4,-4,-5,-9,-4,38.888888888888886,54.95747266099635,1,45.62857142857091
-21,-4,-5,-5,-7,-4,38.888888888888886,57.49291211016606,1,55.94285714285885
-17,-6,-6,-4,-1,-6,31.25,54.33320023956878,1,43.71428571428693
-18,-5,-4,-3,-6,-9,32.0,34.226696026003985,1,6.933333333332126
-22,-6,-4,-3,-9,-7,37.037037037037045,39.173744364055786,1,16.899999999999693
-20,-6,-4,-3,-7,-6,38.46153846153846,40.77173115235399,1,21.800000000000708
-24,-5,-9,-4,-6,-4,38.888888888888886,57.94349939246659,1,68.79999999999997
-22,-4,-5,-6,-7,-4,38.888888888888886,28.695453158376566,1,15.300000000000313
-24,-5,-6,-6,-7,-5,36.8421052631579,28.455396195707454,1,21.509090909090922
-23,-8,-6,-8,-1,-3,42.10526315789474,30.29193367917811,1,38.3
-21,-7,-7,-4,-3,-4,38.888888888888886,56.66699940107806,1,90.79999999999977
-27,-5,-7,-8,-7,-5,36.8421052631579,28.08005289390703,1,27.855555555555966
-27,-5,-7,-8,-7,-5,36.8421052631579,28.207710304139965,1,16.799999999999038
-18,-8,-1,-8,-1,-3,42.10526315789474,28.361332297533504,1,43.96666666666604
-17,-8,0,-8,-1,-6,33.33333333333333,27.571858613322973,1,38.233333333332894
-13,-6,-1,-6,0,-5,35.294117647058826,25.93173431734317,1,23.390909090910128
-26,-10,-7,-8,-1,-2,45.00000000000001,30.658630861560372,1,67.64545454545524
-28,-8,-7,-8,-5,-2,45.00000000000001,29.86471366086868,1,123.13333333333398
-40,-8,-9,-12,-11,-11,21.05263157894737,48.21010534529847,1,23.599999999999177
-26,-7,-6,-7,-6,-4,35.71428571428572,55.952380952380956,1,20.599999999999508
-24,-7,-5,-7,-5,-6,25.0,55.519079087614585,1,19.23333333333499
-25,-7,-5,-9,-4,-7,23.07692307692308,52.31613728416116,1,10.666666666665492
-18,-5,-4,-6,-3,-5,27.272727272727266,49.17501598806225,1,4.109090909090174
-19,-4,-3,-8,-4,-9,23.529411764705884,47.33080764594455,1,6.444444444444475
-20,-5,-4,-7,-4,-11,17.647058823529406,42.3798863440675,1,3.8999999999989043
-30,-5,-7,-7,-11,-6,37.5,40.31044120582951,1,27.250000000000885
-29,-5,-7,-7,-10,-7,36.0,44.28728289079656,1,15.000000000000568
-12,-3,-4,-2,-3,-2,43.75,39.5256880733945,1,54.55714285714342
-8,-3,-3,0,-2,-1,47.368421052631575,42.34307359307359,1,74.00000000000074
-23,-4,-8,-6,-5,-9,35.483870967741936,39.446847446348364,1,8.742857142858274
-20,-7,-4,-6,-3,-11,34.28571428571429,46.49975045749459,1,11.099999999999444
-16,-6,-3,-6,-1,-10,35.294117647058826,48.0934952586924,1,2.38181818181582
-10,-4,0,-6,0,-9,32.0,41.54050906671103,1,4.8000000000003595
-22,-7,-4,-6,-5,-10,36.11111111111111,41.89985027449675,1,8.707692307692305
-15,-6,-3,-6,0,-5,41.379310344827594,48.08850440858426,1,6.636363636363107
-13,-6,-1,-6,0,-9,32.0,45.281151222758275,1,27.290909090909032
-13,-3,-4,-4,-2,-6,36.36363636363636,44.225580140313006,1,1.9999999999975593
-12,-3,-4,-3,-2,-2,44.44444444444444,43.37290879654614,1,13.199999999999878
-4,-1,-1,-1,-1,-2,37.5,39.03248712941594,1,5.099999999997884
-4,-1,-1,-1,-1,-2,37.5,36.58441327889225,1,19.799999999998708
-2,-1,-1,0,0,-2,37.5,35.95331084679567,1,24.899999999998812
-20,-3,-5,-6,-6,-3,28.57142857142857,55.37755404204915,1,4.533333333334166
-12,-4,-2,-5,-1,-3,28.57142857142857,43.32594681708299,1,32.627272727272505
-7,-3,-1,-3,0,-3,28.57142857142857,40.559024979854954,1,37.8999999999996
-4,-2,-1,-1,0,-3,28.57142857142857,38.54955680902498,1,10.863636363636076
-2,-1,-1,0,0,-2,37.5,37.26531023368251,1,15.899999999999803
-19,-7,-3,-7,-2,-5,22.222222222222214,47.997735227506695,1,33.83333333333516
-17,-7,-2,-7,-1,-5,22.222222222222214,46.238920225624504,1,37.666666666666956
-21,-4,-5,-6,-6,-3,28.57142857142857,57.404501036422865,1,50.46666666666644
-24,-6,-5,-7,-6,-4,30.0,41.972290138549305,1,52.30000000000068
-23,-6,-6,-7,-4,-4,30.0,47.46551369157916,1,58.20000000000158
-21,-6,-5,-7,-3,-5,22.222222222222214,48.50525015441631,1,62.3000000000018
-24,-6,-5,-7,-6,-5,22.222222222222214,59.55877998223274,1,71.40000000000146
-2,-1,0,-1,0,-1,47.05882352941176,39.75401850949829,1,20.0666666666649
-12,-6,-2,-4,0,-6,35.0,42.34291281052119,1,27.992307692308316
-25,-8,-9,-5,-3,-10,22.222222222222214,37.57428153921091,1,18.599999999999728
-21,-8,-6,-5,-2,-9,26.31578947368422,41.50105536613087,1,29.523076923076985
-18,-8,-5,-5,0,-7,33.33333333333333,42.454132164312384,1,55.67692307692384
-9,-3,-5,-1,0,-3,36.36363636363636,39.131122959013666,1,28.557142857144058
-29,-7,-6,-7,-9,-7,26.66666666666667,30.65938864628821,1,18.192307692308507
-29,-7,-6,-7,-9,-6,28.57142857142857,33.312663755458516,1,12.700000000001044
-28,-5,-8,-8,-7,-7,23.07692307692308,32.92937967266114,1,12.600000000000389
-24,-3,-7,-7,-7,-6,28.57142857142857,31.535663770458676,1,4.150000000000542
-23,-3,-7,-6,-7,-6,28.57142857142857,32.64649424126086,1,12.099999999999334
-15,-3,-3,-5,-4,-2,39.99999999999999,40.84577497306449,1,13.345454545454771
-16,-3,-3,-6,-4,-1,45.45454545454546,42.55194705248576,1,31.29999999999855
-17,-6,-3,-5,-3,-1,45.45454545454546,49.88539620170268,1,42.599999999999305
-4,-1,-2,-1,0,-3,33.33333333333333,42.533865925668636,1,9.500000000000064
-6,-1,-2,-3,0,-2,39.99999999999999,43.91455366446683,1,26.9777777777791
-5,-2,-1,-2,0,-4,33.33333333333333,45.91698506425843,1,11.800000000001809
-15,-6,-3,-5,-1,-1,45.45454545454546,49.85920104780616,1,46.79999999999795
-15,-6,-3,-5,-1,-1,45.45454545454546,47.131412725311975,1,52.599999999998204
-14,-6,-5,0,-3,-1,47.05882352941176,38.279706750840035,1,95.09999999999907
-12,-6,-1,-5,0,-2,39.99999999999999,45.34047142196888,1,68.99999999999906
-19,-3,-4,-7,-5,-6,25.0,32.884230204299634,1,16.199999999999548
-22,-5,-5,-7,-5,-7,23.07692307692308,32.211910802510346,1,26.885714285713735
-21,-7,-4,-7,-3,-5,35.294117647058826,42.687942315395915,1,55.13333333333481
-19,-7,-3,-6,-3,-6,31.25,43.642008278808916,1,54.96666666666705
-18,-7,-2,-6,-3,-6,31.25,42.5964748297503,1,74.10000000000139
-13,-6,-4,0,-3,-1,47.05882352941176,38.37694735770288,1,103.19999999999885
-19,-7,-3,-6,-3,-6,31.25,41.93273424078235,1,80.10000000000073
-21,-2,-7,-6,-6,-1,46.15384615384615,27.20123443652229,1,3.9333333333346765
-25,-7,-7,-6,-5,-4,37.5,33.71438674479693,1,73.43333333333479
-20,-7,-7,-3,-3,-2,44.44444444444444,37.10925567661134,1,105.46666666666482
-15,-3,-3,-5,-4,-5,22.222222222222214,49.70546558704453,1,50.799999999999734
-24,-6,-5,-7,-6,-8,21.42857142857143,34.14341033515823,1,50.599999999998424
-16,-4,-4,-4,-4,-2,41.66666666666667,34.98391833310026,1,84.5285714285704
-25,-7,-6,-7,-5,-4,38.888888888888886,39.13272800106824,1,92.30000000000072
-18,-3,-3,-6,-6,-6,20.0,33.80545740086376,1,19.799999999998708
-20,-4,-3,-7,-6,-1,46.666666666666664,17.01299898589472,1,65.855555555554
-10,-4,-2,-4,0,-3,28.57142857142857,43.69512928442573,1,12.342857142857433
-6,-2,-2,-2,0,-2,33.33333333333333,41.462216877129684,1,8.769230769229974
-19,-6,-5,-6,-2,-4,25.0,51.483294317939986,1,39.00000000000014
-13,-5,-3,-5,0,-4,25.0,48.98276207656845,1,37.009090909090325
-17,-5,-3,-5,-4,-1,45.45454545454546,48.83677144728225,1,91.33333333333438
-26,-7,-6,-7,-6,-4,38.888888888888886,36.45279743623981,1,105.99999999999943
-17,-5,-3,-3,-6,-1,46.666666666666664,21.54374481423435,1,88.88571428571356
-25,-5,-6,-6,-8,-4,25.0,39.88475535786494,1,67.43333333333324
-25,-6,-6,-6,-7,-4,25.0,41.15547917509098,1,40.86666666666572
-25,-6,-6,-6,-7,-4,25.0,43.19146785281035,1,54.13333333333492
-21,-6,-4,-6,-5,-4,25.0,49.92870823579485,1,57.59999999999987
-19,-6,-4,-6,-3,-4,25.0,51.277931474781866,1,58.46666666666556
-10,-4,-2,-4,0,-3,28.57142857142857,47.08258167969532,1,43.644444444443934
-23,-6,-7,-5,-5,-1,46.15384615384615,28.502181547302328,1,88.11428571428692
-10,-2,-3,-3,-2,-2,25.0,36.33549631708172,1,23.32222222221958
-7,-2,-3,0,-2,-1,42.857142857142854,32.721851981760786,1,33.96363636363642
-51,-11,-10,-12,-18,-14,28.125,24.84416504338587,1,32.2
-55,-11,-11,-14,-19,-14,28.125,25.50793931881235,1,46.850000000000506
-52,-11,-15,-16,-10,-16,23.33333333333333,25.8480773767398,1,68.29999999999892
-53,-11,-17,-16,-9,-15,24.13793103448276,25.214083510261855,1,57.222222222221845
-44,-12,-7,-16,-9,-16,21.42857142857143,24.3895966029724,1,59.59999999999965
-47,-15,-9,-17,-6,-22,17.647058823529406,23.62880396319887,1,11.499999999999844
-29,-5,-7,-6,-11,-9,33.33333333333333,24.91183062042935,1,3.0999999999981043
-47,-11,-10,-11,-15,-11,28.0,20.77598617909588,1,131.43333333333507
-46,-13,-9,-17,-7,-18,20.0,24.22977117244633,1,63.899999999998954
-49,-15,-7,-16,-11,-21,20.0,23.808091531021468,1,51.92727272727238
-16,-3,-4,-3,-6,-4,35.71428571428572,26.31734092295182,1,4.999999999999449
-16,-3,-6,-3,-4,-3,38.46153846153846,25.086399674730636,1,26.357142857142968
-10,-4,0,-5,-1,-7,29.411764705882362,31.422036999390123,1,8.900000000000574
-10,-4,0,-5,-1,-8,25.0,30.125025411669036,1,2.8999999999990145
-8,-1,-4,0,-3,-2,39.99999999999999,41.053452984783455,1,14.266666666666872
-8,-2,-4,0,-2,-3,36.36363636363636,41.084666406554824,1,28.07142857142786
-9,-4,-4,0,-1,-3,36.36363636363636,41.07397671798723,1,26.15454545454643
-6,-4,-2,0,0,-3,36.36363636363636,48.12512257305354,1,21.490909090911003
-22,-5,-5,-7,-5,-4,30.0,46.45447816432273,1,1.5181818181830842
-15,-4,-1,-5,-5,-4,30.0,40.308105107327904,1,4.628571428570982
-15,-4,-1,-5,-5,-4,30.0,46.80514433752776,1,28.642857142857636
-22,-5,-5,-7,-5,-7,0.0,46.65711115221009,1,9.16363636363604
-22,-5,-5,-7,-5,-7,0.0,44.842796375069355,1,23.609090909091357
-18,-4,-5,-5,-4,-6,0.0,41.57573515812835,1,22.900000000001253
-17,-6,-5,-4,-2,-5,0.0,40.291289069724435,1,33.71428571428581
-14,-4,-5,-3,-2,-5,0.0,37.97392269280562,1,6.442857142856528
-11,-3,-3,-3,-2,-5,0.0,34.85389310153504,1,0.7538461538447727
-15,-4,-1,-5,-5,-4,30.0,45.1378608438194,1,27.46666666666675
-10,-3,-3,-2,-2,-3,28.57142857142857,37.17865729609765,1,33.51818181818178
-31,-10,-10,-5,-6,-6,39.99999999999999,35.20163949872797,1,96.19999999999962
-26,-10,-5,-5,-6,-4,43.75,36.449637237350416,1,134.23333333333343
-22,-10,-6,-2,-4,-2,47.05882352941176,39.392775881683725,1,166.66666666666606
-18,-4,-4,-6,-4,-5,33.33333333333333,38.36264656616415,1,3.044444444444405
-16,-7,-2,-7,0,-8,33.33333333333333,41.1941683957628,1,10.499999999997733
-23,-8,-5,-7,-3,-7,36.0,39.99828453796889,1,32.40000000000131
-21,-8,-6,-7,0,-7,36.0,42.437099725526075,1,40.466666666667535
-29,-9,-6,-7,-7,-5,40.74074074074074,38.15473467520585,1,43.89090909090898
-19,-6,-5,-4,-4,-3,41.17647058823529,31.64707265459676,1,38.71428571428525
-8,-3,-1,-3,-1,-5,30.769230769230774,42.89441680486456,1,10.945454545454592
-7,-3,0,-3,-1,-2,44.44444444444444,46.22609176340519,1,29.50000000000008
-7,-3,-1,-3,0,-5,30.769230769230774,42.21448313985627,1,19.199999999999218
-4,-2,-1,-1,0,-2,39.99999999999999,40.667772249861805,1,0.30000000000196536
-23,-3,-6,-8,-6,-2,44.44444444444444,27.326302729528535,1,20.099999999998452
-22,-5,-6,-5,-6,-1,47.05882352941176,25.37784795849312,1,67.68571428571457
-7,-3,0,-3,-1,-2,44.44444444444444,45.53841901603096,1,39.2571428571431
-37,-11,-11,-9,-6,-6,39.99999999999999,34.55667577499293,1,156.37777777777862
