ind,weighted,fx,fn,sx,sn,day_count,RSI,vgo,success,profit
2053,-38,-8,-9,-13,-8,-9,9.090909090909093,69.76157567380788,1,36.300000000000225
2054,-35,-9,-8,-11,-7,-9,9.090909090909093,66.61548304542548,1,67.69999999999942
2055,-35,-10,-8,-10,-7,-9,9.090909090909093,80.18266475644698,1,69.91818181818155
2056,-31,-8,-7,-9,-7,-9,9.090909090909093,82.03080229226362,1,51.20000000000013
2057,-28,-8,-7,-7,-6,-9,9.090909090909093,82.06303724928367,1,2.985714285713703
2059,-22,-6,-6,-6,-4,-6,25.0,76.5601631543168,1,8.414285714285485
2060,-18,-5,-4,-5,-4,-4,30.0,73.53161114887831,1,15.600000000000058
2061,-14,-5,-1,-6,-2,-5,27.272727272727266,72.4881033310673,1,6.366666666667298
2062,-14,-5,-2,-6,-1,-5,27.272727272727266,70.2345343303875,1,4.233333333333311
2063,-12,-4,-2,-5,-1,-3,36.36363636363636,67.02583276682529,1,13.927272727273232
2111,-13,-3,-3,-4,-3,-1,39.99999999999999,36.30822812363953,1,41.60000000000053
2116,-8,-4,-1,-3,0,-2,25.0,44.014272970562,1,7.561538461537953
