ind,weighted,fx,fn,sx,sn,day_count,RSI,vgo,success,profit
1508,19,3,5,5,6,4,66.66666666666666,47.00213219616205,1,2.8999999999990145
1509,18,3,5,4,6,4,66.66666666666666,45.07142857142857,1,3.0999999999981043
1514,21,4,4,7,6,1,54.54545454545455,39.095940959409596,1,30.12727272727389
1518,17,7,4,4,2,1,54.54545454545455,46.08482490272373,1,24.100000000000232
1519,16,6,4,4,2,1,54.54545454545455,44.76342412451363,1,21.299999999999653
1530,19,4,4,4,7,3,58.82352941176471,49.49398127507802,1,19.66666666666672
1532,23,5,6,5,7,1,53.33333333333333,44.919007281914105,0,0.0
1534,24,5,7,5,7,1,53.33333333333333,39.76148016049933,1,79.69230769230728
1535,16,5,6,3,2,1,53.33333333333333,36.892554614355774,1,82.69999999999999
1536,16,5,6,3,2,1,53.33333333333333,38.46336751374647,1,91.29090909091087
1571,24,6,4,7,7,6,63.63636363636363,41.10181559273763,1,17.54444444444392
1572,30,6,6,7,11,4,58.33333333333333,44.66751417954234,1,69.59090909091081
1573,29,6,7,7,9,2,54.166666666666664,43.82265552460539,1,153.56666666666686
1574,32,6,11,7,8,2,54.166666666666664,27.6671675432006,1,91.49999999999991
1575,29,6,11,4,8,2,54.166666666666664,33.187220586631774,1,93.00000000000085
1576,27,7,11,1,8,1,51.99999999999999,35.099225820521205,1,130.3999999999994
1577,22,4,11,0,7,2,54.166666666666664,37.36124741031512,1,141.20000000000132
1596,13,5,5,3,0,3,57.14285714285714,43.92754662840746,1,93.0333333333322
1598,16,6,4,5,1,5,60.869565217391305,45.02092300334768,1,0.8000000000008001
1599,15,4,5,5,1,3,55.99999999999999,49.146939263510276,1,27.800000000000047
1600,11,4,5,1,1,3,55.99999999999999,51.53515064562409,1,27.49999999999808
1656,18,2,4,4,8,6,63.63636363636363,24.84886324491905,1,35.566666666664304
1657,20,3,5,4,8,7,65.21739130434783,25.559765759559077,1,38.73333333333395
1659,27,4,8,4,11,9,69.56521739130434,29.62581811918705,1,0.12222222222080248
1660,33,7,10,5,11,11,76.19047619047619,30.536944540130897,1,43.5999999999992
1661,26,0,10,5,11,12,77.27272727272728,30.34102652428522,1,45.80000000000028
1662,26,0,10,5,11,13,80.95238095238095,29.804081984154323,1,58.09999999999871
1663,31,2,11,5,13,13,80.95238095238095,29.163365483982084,1,71.12222222222186
1664,35,4,11,5,15,14,85.0,27.643816741302103,1,58.79999999999885
1667,20,5,4,5,6,3,66.66666666666666,38.282710280373834,1,38.000000000000256
1669,15,5,5,4,1,1,54.54545454545455,40.226134846461946,1,88.95000000000097
1670,15,5,5,4,1,5,66.66666666666666,42.53755006675568,1,50.60000000000065
1671,13,4,5,3,1,4,64.28571428571428,47.704848071014,1,11.07692307692254
1672,11,4,5,1,1,5,69.23076923076923,48.333048822123594,1,12.923076923077037
1684,24,4,6,5,9,5,69.23076923076923,49.388213283442475,1,32.600000000000406
1685,27,4,7,7,9,5,69.23076923076923,50.195509822263794,1,40.70000000000018
1686,29,4,9,7,9,5,69.23076923076923,50.60991580916745,1,73.70000000000098
1687,30,4,9,7,10,7,81.81818181818181,49.929840972871844,1,15.099999999999003
